State/ Territory1,suburbName,"value1","value2","Tax on taxable income
$","value3","value4","Australian annuities and superannuation income streams taxable component untaxed element
$","Reportable employer superannuation contributions
$","value5","value6","value7","People with private health insurance
no.","Work related travel expenses
$","Total work related self education expenses
$","value8","value9","value10","value11","value12","Net rent3
$"
TAS,7005,9706,730986522,187847554,12904380,440081373,21240767,8803308,10344804,14489369,34788539,6392,542220,840074,10149124,4570724,33974015,145655061,42638283,8968614
TAS,7006,61,5730163,1577581,108847,2882099,258696,42402,152507,75133,112160,52,2493,14128,56626,15584,87954,903505,258103,73819
TAS,7007,2205,157821133,36850667,2841278,115301409,4408093,2240585,1689188,1215504,8021154,1582,138413,125828,2610583,459452,9113954,16635693,5552292,1113967
TAS,7008,8482,543587310,114306901,9517913,430396341,12771010,8339192,4615034,3606060,34027642,5408,428804,785907,10000322,1529712,9161104,78155418,19897064,4407200
TAS,7009,8484,433421210,74720596,6875309,360494035,5641759,4272784,1953173,1005052,28534153,3785,463067,663729,9758818,847936,3251390,60397804,13331190,3539359
TAS,7010,10478,509002266,83714989,7764288,428736246,7915072,4192085,1991292,1092291,24514483,4238,693499,823474,12093533,880061,5280471,58085466,11158783,2513643
TAS,7011,8697,445566820,75866486,7471131,381686026,6015720,3721705,1940005,1116378,18899916,4038,634842,491470,11088993,752261,3801542,43219806,8643219,1827069
TAS,7012,525,28727340,5307853,523980,24744332,524348,391780,225000,30753,1210560,288,56530,9069,648153,49504,297452,3773167,785518,240448
TAS,7015,6979,416850176,83537220,7327320,321253098,16225125,6577524,3953922,2778039,20504925,4813,364409,445148,7824529,1493349,9428304,48386539,14038918,3017620
TAS,7016,1276,60263352,9280204,984803,52289148,590692,294823,75669,20318,2533075,417,152069,33405,1729356,72852,166326,6514966,544460,107930
TAS,7017,3915,236618293,45820391,4342306,193146344,3638246,3164299,2126740,1384189,8445271,2613,370779,135330,5104755,471252,4420409,32721823,7288449,1793727
TAS,7018,14215,868690301,176089783,15284998,678721549,27318129,12969715,7617624,6360443,39055383,9506,790422,856114,16780335,2389411,16212700,107233829,32658941,6486059
TAS,7019,4068,205769476,34355381,3455782,179152315,1565347,1350290,676251,168349,12238757,1789,287572,208768,5145723,329015,1618903,18437273,2921881,292562
TAS,7020,1761,112662365,23305468,2080882,84036553,2674639,2015485,1552473,1026076,4110248,1277,110700,85350,2300477,237233,2057854,25890923,4981749,932820
TAS,7021,1615,103887297,21025334,1898810,79519318,2332457,1763634,1349487,734870,4778497,1177,107734,110978,2441676,261459,1433976,22133751,4576881,1071664
TAS,7022,597,32359220,6068326,587463,24764165,1127134,462891,397645,226437,1755530,379,90928,22641,647440,75879,588237,7959783,1430298,271789
TAS,7023,244,15290642,3172406,277112,10681013,309399,275381,183164,208996,493659,170,11238,1564,283533,23651,582550,3958772,727553,142259
TAS,7024,361,28612507,6934809,541576,17517691,754562,490097,438239,389339,749220,288,16586,24770,444824,39630,3134409,4876664,1396881,311179
TAS,7025,1189,70182447,14382557,1279893,50914903,1881942,969227,958370,468396,2719283,846,93261,48083,1419187,160449,2264705,14862254,2843700,633441
TAS,7026,643,33335033,5966728,599000,28048220,406951,373295,147333,229199,1277679,346,40556,9698,817203,32951,456261,9153510,895912,226444
TAS,7027,156,7336606,1260098,121608,5435252,101530,41180,17000,54727,166442,67,34555,6775,181290,22928,242303,1369626,207020,65650
TAS,7030,10264,531142375,92382921,9254556,442005365,4186649,4278567,2821679,1927887,15832784,4427,957653,399079,14247163,745869,6588100,64188769,9858165,2010045
TAS,7050,8694,493580371,96138719,8494014,397012885,12187508,6028416,4726396,2442335,26416285,5320,394316,529947,9986371,1608177,11289071,62514444,16498336,3487991
TAS,7051,133,7668267,1411880,132581,5459009,411494,122961,173097,57504,331738,90,3408,3450,192176,29948,421841,542466,189363,39584
TAS,7052,4760,307703210,65922952,5531095,231804059,9227773,4533014,4443493,2404447,16020436,3316,243220,284928,5727549,874176,6079358,44044412,12797679,2687843
TAS,7053,2287,167271233,39578919,3075818,112771207,6771517,2906774,2708062,1649528,8833831,1768,93294,87414,2288714,835457,5928946,22010529,8221213,2088986
TAS,7054,5711,357031006,72585779,6543571,273212667,7835605,5379623,4360032,2942586,19352881,3812,391049,257098,6909920,881157,6773894,60361775,12352297,2739119
TAS,7055,337,19433526,3586849,359430,16087338,243224,148693,130868,46797,1429552,223,7026,10599,382979,32129,360093,3441564,257001,45053
TAS,7109,5693,303252212,56913616,5345232,231740361,4948025,2883067,2996625,1827574,17234676,2932,494920,211579,6650005,1199189,6812900,62738571,10943817,3276536
TAS,7112,1826,90216371,16369280,1504477,62674378,1718696,670156,1168161,730677,5364766,835,166454,42636,1847064,413419,2229342,21448493,3129798,886867
TAS,7113,714,33849406,5883962,553732,23792890,573416,294224,415347,347640,2077571,329,17262,33969,632430,60102,883606,8101496,1413223,338714
TAS,7116,1296,63065717,11612579,1084882,46306320,1117067,657984,491276,406514,2847820,563,83326,40179,1376595,95606,1735465,7278306,2587284,886926
TAS,7117,531,26391077,4696689,442841,18508381,642052,140993,257731,125663,967390,227,32368,23739,594034,36633,605066,3507962,639209,256506
TAS,7120,995,46254049,8293743,814113,31719941,653775,370092,727552,257516,1592512,443,139991,26238,1236939,65968,859482,11712692,1041102,399828
TAS,7140,6334,317314439,54567950,5534096,264985746,3024595,2730713,2095400,988501,11169005,2637,593395,208510,8571562,415692,4059949,40360131,6547484,1336837
TAS,7150,1896,103327587,19755835,1838819,72514483,2589553,1719513,1222312,490396,4956395,1133,114478,38734,1870858,254880,3266128,22486863,5600370,1667664
TAS,7155,575,36773703,8438045,657369,23231142,989195,503005,558373,365412,1483234,374,18845,15069,574169,99092,2267513,6335949,1854627,589955
TAS,7162,437,29811379,7444881,524675,14599073,969952,246831,232057,2903858,1279801,276,10745,6932,381925,2055637,982719,4548601,826849,229110
TAS,7163,238,12018748,2270437,205993,8244945,221055,97717,140900,194217,704473,126,6186,1306,250199,38019,370557,1834182,717685,343349
TAS,7170,3731,264302494,58459617,4974434,196049220,6725110,4366325,3559511,2821552,8905776,3021,353246,146968,5179634,641297,8213995,52640260,11630392,2474045
TAS,7171,2158,120699298,21791020,2150598,102236557,1905005,1275747,385175,521141,6097440,1255,177689,101966,2900254,257164,1247578,10640519,3015378,544938
TAS,7172,2497,127799716,23135712,2288964,107903802,1715673,1275360,742578,495911,5543571,1371,215676,102897,3140322,185082,1807885,23822598,3176044,801120
TAS,7173,4330,233735702,41932198,4177527,189124210,3559434,2698944,1843742,795171,11546567,2247,350024,206150,5906628,336933,5019055,48014563,7688314,1637754
TAS,7174,122,5994772,1069743,105885,4808865,68429,35669,0,22791,139629,66,3847,1705,133871,12896,1220,1888076,198254,46979
TAS,7175,140,7889297,1644872,140085,4970535,20414,70233,131829,154523,569640,81,8102,1360,179541,21094,977667,1447497,124618,45529
TAS,7176,111,5488383,915894,92160,4426001,13437,50206,76786,48617,249798,59,340,3145,137669,10022,79584,539523,193598,26306
TAS,7177,267,13207517,2472395,239600,9054724,273000,196174,175333,82267,423929,145,23080,2026,293784,11428,915645,6589152,303537,85178
TAS,7178,165,7959410,1480888,130997,5880575,103257,102112,1200,188889,363739,73,21682,5170,175688,11573,40410,1000774,336715,96597
TAS,7179,244,11503728,2051785,189836,7162513,449381,145955,90448,69539,664491,147,3480,8499,243211,34924,424208,2727058,572152,168048
TAS,7180,85,3528402,562338,57218,2431905,99857,15500,18230,73394,93101,36,14528,250,83464,7328,75456,366179,207955,97281
TAS,7182,131,5600562,891967,92830,4042907,204769,53003,35000,47579,256932,60,392,325,102138,16105,216281,803858,301189,72537
TAS,7184,424,19173810,3142088,316568,12759095,418961,123193,389524,28010,827874,180,45456,4084,375538,29338,780942,6000437,636719,103514
TAS,7185,73,3972153,829460,71102,2508982,447536,51819,94965,21432,219455,40,1765,7952,77212,17860,128150,582903,350298,80139
TAS,7186,93,3418809,475541,53843,2593898,54410,24732,0,35621,96390,37,1390,0,96642,6670,107028,916276,14500,5660
TAS,7187,77,2835791,403583,44843,1571364,675,51055,189061,71809,151905,40,6502,0,39912,11750,260999,647342,320012,134153
TAS,7190,1909,93034142,17396637,1571563,65200128,2519890,840704,1104621,1267388,2299987,1039,164201,58091,2155373,164619,2918469,21263332,3762478,932163
TAS,7209,222,13300687,3151555,240761,6203136,155137,83189,313453,476304,154354,119,14655,386,257716,29939,374548,3410554,875655,442035
TAS,7210,567,30614334,5813728,525095,20177062,281601,232225,265649,287013,1719063,240,64083,4835,711396,394092,814489,6756111,1476004,540532
TAS,7211,127,6561811,1270358,121773,4817787,53628,25175,108800,23115,296319,55,16677,5818,158236,314506,460888,646259,293644,83416
TAS,7212,1096,64214531,13536658,1149966,44519916,971548,706310,609581,2229673,2548103,583,156445,73211,1422228,167831,1902180,10656194,2100523,686146
TAS,7213,140,6340948,1090286,109479,4601804,0,38476,85160,4984,230153,39,50042,4389,208172,4152,61153,16221519,186317,62920
TAS,7214,270,12685509,2222890,209131,9594952,106569,106950,148815,10765,598144,87,33685,6773,345323,21994,304506,1623929,422053,77807
TAS,7215,2244,109011391,19325832,1751234,70945325,1741873,909344,1501072,1315068,5010083,991,211595,99357,2145451,211033,4616348,27314768,4710110,1397675
TAS,7216,1798,79242983,13257032,1273946,49460335,1850371,711893,721528,809584,2633782,739,109832,57897,1692017,162922,3441633,19704351,4010981,1084341
TAS,7248,8842,400097615,62164662,6158010,333215894,2950105,2788914,1522321,1125752,23393067,2549,887370,536914,10258095,667964,3096667,42578081,8466017,1733558
TAS,7249,7704,430684044,79583929,7458878,351915320,5072426,3973289,3094388,1785264,24663005,3706,717844,458293,9863854,703722,5474345,49128534,10844740,1968170
TAS,7250,30961,1920865048,395433759,34209667,1451863690,25700229,25005490,21026431,18609241,91214059,17234,2441806,2087706,39936080,5151027,35328189,275480769,62460479,11345791
TAS,7252,1809,109248872,22410613,1992365,83310176,1284066,1500681,1431247,947937,3517211,1030,159446,78736,2180814,215772,1916073,14368570,4595287,1130107
TAS,7253,2339,118590767,20991356,2010689,95160666,1157680,1422743,840962,446215,4072169,924,111097,78450,2432679,164132,2696417,8328609,3011435,684817
TAS,7254,327,15998927,2904120,288506,12530993,63891,93189,111420,105951,673241,141,45195,11600,373126,29089,423124,4050809,558598,91731
TAS,7255,521,29588787,5936893,524863,18296403,354079,201237,444860,190065,600219,259,59513,14864,415325,55932,713740,9183445,1269987,379827
TAS,7256,1017,58071277,11318827,1045524,38304410,214153,683740,1419454,486997,1395963,465,60660,10867,860375,60250,904154,16361594,2183218,624306
TAS,7257,50,2036988,270731,29877,1381876,22469,16800,0,31907,158083,9,1250,0,20363,6075,0,546341,0,0
TAS,7258,616,74349827,23424723,1444153,31771496,628076,808117,1372111,536706,1277226,490,67564,5195,795974,199794,24181648,17752314,2105705,435230
TAS,7259,311,16496819,3048743,297461,12496197,253462,149260,324742,275690,732269,145,31383,8218,351819,17278,286999,1144252,482379,154687
TAS,7260,1785,84732877,14176752,1459643,65733961,505027,702772,899646,936247,2561468,801,131228,41556,1857871,130733,847340,23956561,2279491,611913
TAS,7261,145,6314824,1114843,108807,3798240,49264,34096,211285,75119,288032,61,5535,376,110862,5320,295843,959105,174429,53541
TAS,7262,1089,61212720,12193080,1085526,41249494,651928,500085,710972,808432,2209025,554,149065,41611,1485993,66295,4274690,16462143,3534544,1180237
TAS,7263,320,14477728,2560774,244171,9826695,93590,117702,208783,145365,269948,109,27951,4298,333876,85483,872844,4997154,504344,105506
TAS,7264,300,12812885,1988366,205458,8055839,229768,48388,221106,58835,354323,99,26225,6627,354851,9642,602350,2774151,463319,158927
TAS,7265,136,5814658,902993,93434,4043153,8498,126941,14689,28176,279422,53,15904,1050,138903,9167,48912,1685389,305846,73733
TAS,7267,500,28072959,5423946,512008,22127736,79780,216169,264509,65300,800379,256,60032,6449,542426,17592,536350,3880738,585932,81596
TAS,7268,641,34779852,6582569,628213,28049756,423253,562391,346988,90034,1559191,305,38336,23330,824204,50135,720931,5020326,1029969,234595
TAS,7270,2176,112220443,20689043,1956018,83053890,1910159,1236691,984687,658525,3575405,954,245028,38025,2255682,143026,2375913,19535599,3884154,1134128
TAS,7275,1974,105418892,19932431,1875316,81420736,1822906,1345180,1071804,553275,3306763,1018,154879,46154,2019361,221225,2924971,14841444,3777010,577155
TAS,7276,371,18506765,3149921,321745,14508314,327344,182656,310565,128930,726352,161,8829,4366,327738,51208,351540,3492331,613439,177652
TAS,7277,3820,229391640,45869959,4172865,179720242,2827063,2722579,2331803,1733792,8794693,2282,248236,175527,4947233,599144,5030569,31153845,7394617,1396043
TAS,7290,1417,77263585,13786143,1388219,65884499,497777,913205,383079,100502,2524662,714,145845,28700,1769417,125779,479650,6992027,1875289,277519
TAS,7291,431,24518955,4579730,452516,19851103,61832,365928,396153,138069,880149,241,72355,22265,621812,24630,744301,2062076,480581,61738
TAS,7292,404,19403999,3695773,374322,15650469,70517,280420,246992,137502,951538,251,55601,21515,412016,22228,70651,6917580,708358,247574
TAS,7300,2273,129692006,24074544,2372139,108208622,1452253,1456791,1241666,860425,4845179,1198,244748,92639,3178365,175937,2373912,11563195,2774385,452487
TAS,7301,2638,148969410,29185791,2622842,106874112,1916371,1568935,1834881,1043732,5178877,1297,356478,112332,3249356,328069,9753978,18405255,5045604,1303183
TAS,7302,1050,57183599,10819320,1029540,42269642,399787,353374,691428,904091,1837264,501,192475,20574,1493287,114234,925159,5942814,1375946,395073
TAS,7303,1625,79918778,14323531,1429602,62312545,796639,1040167,867218,620247,3408723,727,212650,60094,1961947,150853,1786983,12253373,2733559,955441
TAS,7304,3556,170323430,31601922,2964529,125559014,1865185,1541583,2202275,1469682,7076543,1448,490605,139308,4461196,419023,3948933,47095882,5614156,1608680
TAS,7305,643,30700198,5119710,531862,24951508,248472,122928,165223,125493,1139562,162,72607,12016,849017,32025,157772,12129508,732353,222786
TAS,7306,2429,117777456,20471767,1976951,93631231,1530569,914160,1255408,604760,3534879,799,253901,97209,3115446,236864,3314928,22327554,3405583,747941
TAS,7307,6508,375762828,75182179,6702527,291022221,4714480,4634780,2961405,2582301,10092591,2801,784953,261922,9261429,681193,13714047,51589856,11052402,2896158
TAS,7310,16040,858120437,157327750,14838792,693329856,9977987,9651042,5862647,5306435,29701115,6122,1717462,729818,22772362,1804093,15788846,128898484,23747673,4341360
TAS,7315,8575,462987475,86107441,8191466,374627200,7480908,6165281,3814390,2446846,17201814,3594,698765,388048,11700412,813797,7845227,61554453,15369250,3889280
TAS,7316,3716,212426743,41584105,3844851,172071073,2482092,2682381,2369810,1348987,7223231,1786,305556,152704,5141310,409634,2900060,29028465,6715062,1376450
TAS,7320,9467,549908429,107439369,9630866,454728408,4528613,6112980,3577436,3949475,21409613,3769,551954,431205,12879092,939408,6889822,71760886,14332922,2438207
TAS,7321,2573,139374922,27770213,2570483,117959309,956413,1747543,1577443,879457,4584973,1014,222404,84536,3362323,154398,2751651,20787030,3950056,972235
TAS,7322,2113,119178323,22335852,2132168,101325805,1140958,1305969,857976,419451,3930405,905,197116,114854,3016803,188881,1395056,10047372,3186030,570809
TAS,7325,4739,268752169,52756901,4804761,213649387,2784704,3364938,2788274,2654008,8386891,2092,374362,141028,6221580,502305,4351437,36850500,7510309,1589435
TAS,7330,3896,208893744,39765336,3703095,157532463,900646,1639274,3352669,1240898,4738695,1415,295700,122205,3654210,300232,7370414,53217294,3976120,606767
TAS,7331,388,21565644,4154283,402650,16344440,348134,252757,653493,123522,644447,198,34070,3260,360857,29200,366927,4727183,899785,296767
TAS,7467,873,48811054,9103953,854916,41667945,234227,430891,136491,124658,1985070,274,80556,36908,1184715,51167,228207,3004443,629927,63357
TAS,7468,431,26030252,5210830,468479,20783637,134798,285204,300537,252203,739403,186,49802,20779,608431,24187,254545,1731974,749532,158359
TAS,7469,372,21826079,4395289,387936,18279288,194529,107722,75000,97451,476023,133,59432,19180,456206,22861,4611,2332926,572387,134389
TAS,7470,304,20635084,4405463,377950,18132583,116020,173999,3200,47090,710380,109,20771,8994,390652,21146,32211,573087,585922,51493
TAS,TAS other,224,12989155,2514783,225568,8627853,218566,241447,218836,188441,578611,133,23352,28829,278147,25665,459090,4361158,480789,109430
Unknown,Unknown,1948,102348735,18574360,1761812,92956492,1059512,954815,192311,133814,8048023,896,166171,140881,2142801,205203,214967,787517,1230069,24046
VIC,3000,30800,1692975601,373886617,25460690,1292666702,3794904,7847878,9117296,20500430,130429969,10518,3145032,5554952,38967356,23712330,89281393,226925249,63430374,-942824
VIC,3001,212,19894264,6304364,368334,9988512,168280,127605,164873,194336,399317,109,6195,967,195189,190782,1591461,4420319,1725830,352063
VIC,3002,3538,504534659,162449052,9739779,248175487,3252788,3381321,6304245,12573865,26569351,2664,267235,559943,6288527,6649119,45307694,83847625,26741332,1938354
VIC,3003,5743,385214939,86293320,6566785,321120824,699396,2643286,2436133,1264981,39587933,2617,594577,961590,9689742,959394,7194866,35984251,14559214,-294762
VIC,3004,8669,799582877,217236412,14371717,536604645,4353428,5438530,7357377,10024478,38133949,5367,1118368,1384520,16325046,11713377,78821354,195536745,35599726,-143394
VIC,3006,17497,1239680049,287947966,20441803,1008109686,2805155,6867771,7448413,10263019,86244435,8481,2012954,3638992,30669670,3665866,43877597,164198623,51562964,1492835
VIC,3008,11248,834640881,199583720,13290952,689155627,2028774,5088313,5495212,5175030,40778311,5498,868240,2120280,19409219,1723125,35042000,101360505,38207700,-2673987
VIC,3011,15484,989259754,210330269,17827330,840302853,1863375,8494865,5789277,3053947,116864056,6669,1205420,1933648,24445482,2633144,18649586,111899956,35231701,-331199
VIC,3012,16684,1128975287,237256441,20537247,974226296,1833838,8652223,4547521,2543743,107203649,8240,1493643,1853436,30547451,2252572,13550780,124269324,42080616,-1371362
VIC,3013,9614,846308030,208263995,16201016,706574194,2345327,8197107,7285699,4463635,55603420,6354,785278,1052333,19380684,2274058,16683947,105846837,36963338,-1396284
VIC,3015,11201,968748897,235301937,18426751,812262973,3158592,10816837,7523548,4414289,52644761,7558,926521,1254148,23145898,1894359,18100039,92943326,43506879,-1755760
VIC,3016,10118,1007099728,277251358,19219691,684862837,5562626,11543448,14287503,18729712,42859235,7540,771710,700013,17737460,3113675,51661793,115221806,53791783,398903
VIC,3018,8195,613784034,140084009,11428103,499349495,3489821,7517188,5774970,4262392,31151421,5039,710299,692071,14865191,1338490,17360978,54588098,32130042,1728527
VIC,3019,5471,280019477,49371850,4551652,235019742,322107,1304579,665600,364351,32557685,1776,500435,503548,7899298,448651,5512017,44321128,11583632,-662208
VIC,3020,24602,1275389169,225692152,21196252,1056781846,2474178,7861975,3949768,3236864,113737089,7456,2119441,1772217,35262527,2474899,19379408,377399805,55784679,1797047
VIC,3021,27251,1260744401,202668734,20134478,1027730423,2551419,6715210,3013289,1873485,113494233,6332,2360052,1548610,35262366,2540838,15398458,198838761,47152975,1584379
VIC,3022,1922,104095390,18783378,1780444,87242474,252270,630217,427149,231884,8087211,601,146450,164889,2906040,174805,1588980,25642800,4684485,-277450
VIC,3023,35656,2065056021,394671959,36970310,1761745420,3073428,13583864,7842539,4151074,153097147,13204,2940864,2100754,59054012,3825022,25006624,255202985,93457785,-12011272
VIC,3024,19017,1113887008,213710534,19942848,1010094783,2975462,5401505,2502060,922064,56746008,6410,2260044,1635387,35286996,2027446,8707508,98444398,23934034,-5856322
VIC,3025,6709,463835692,99582378,8529707,384934146,954784,3270084,1805498,2326310,32236284,3368,778178,621520,13151885,856907,7559699,64660080,25228262,1660535
VIC,3026,2834,172102759,34499233,3085812,144673972,120692,908517,515902,1200858,11713588,1047,282054,259179,4721470,397400,1896186,15939828,6693649,-1681055
VIC,3027,5992,391371838,82579549,6872709,340701081,397613,2152521,1195235,811800,16480313,2759,654036,810171,11242628,750205,4672907,94218361,23251382,-4964627
VIC,3028,16253,958247362,183770236,17014311,834574873,3584397,8984065,3814792,1991778,59107161,6659,1471702,1152358,27656735,1649255,13496684,79664689,37088999,-623720
VIC,3029,73448,4036806007,745650930,69151802,3484067823,11387248,22608851,11099829,5556214,203209729,22403,6689292,5805115,118861439,8674048,43886732,629702300,132256030,-28501046
VIC,3030,70776,4530110765,940714294,81982862,3877503264,13849173,33503607,23589201,14026498,224415975,32118,7486893,6293661,131135945,8642406,69321824,531427474,189319989,-29489293
VIC,3031,11297,876417429,203020700,16313015,731769960,1979776,8494930,7442311,3092087,99065062,6320,818882,1698072,20215687,2573678,18106156,79388218,34119537,108623
VIC,3032,19349,1464316151,342327120,27028298,1176521249,5383073,14376156,12263071,7818769,120781712,11307,1507669,2114653,35237015,4241311,32759719,191480471,74351441,-334176
VIC,3033,8573,612445357,138994855,11401095,470816382,3736786,6031459,5414759,4071125,36541155,5521,775913,483167,15969469,876006,21297018,113200330,33488976,2196529
VIC,3034,6762,444820684,94848789,8178288,342732173,2833420,4514392,3743130,4832535,30212189,3993,535876,411820,11372073,838505,10954900,74259117,32049195,3349432
VIC,3036,3809,284449947,66897176,5345526,195589039,1327435,3529410,3981333,4623159,15518657,2695,361579,194676,6651418,461654,10087757,45125062,17678280,1122556
VIC,3037,29562,1770323752,346595272,32355821,1505813702,2605771,13795356,7112831,3856848,133580596,12584,2986496,1743411,52860091,3075687,28398475,201060214,80713628,-8324418
VIC,3038,16283,1003126549,203440148,18425415,809727352,3942548,12828594,7746418,6305791,76645206,8759,1521227,955373,28116462,1625318,24156969,137534380,63862163,3225620
VIC,3039,10646,897898216,223392546,16829300,698981526,5316164,10498012,9404679,7078076,69423464,7095,758262,1429473,19511752,2008739,25442327,101393644,41486252,1772007
VIC,3040,17748,1594156454,416545998,30100797,1097986459,9702540,17101515,20633047,19047815,103687589,12513,1357120,1521195,31508357,6705517,68382784,218038688,78919996,3461101
VIC,3041,8263,681142449,168759146,12865732,498892740,5016185,8273304,7819808,7575785,36860439,5899,702777,767965,15832417,1317193,29898010,173868346,35740624,1661985
VIC,3042,9993,708196224,155567051,13258813,570578917,2995477,7935752,5631958,3875099,42326193,6320,1073514,795628,20161423,1216521,21604329,76369932,33650636,721948
VIC,3043,9932,581998303,112026987,10538596,483423577,3596285,5028193,2482714,2442539,39514136,4717,1098187,504220,17852374,1148480,7657798,70137602,25854089,61298
VIC,3044,17212,1229083352,268936175,22889624,1031526619,4990058,11938845,8379016,5457455,98502595,10621,1494318,1593402,32234599,3750352,24927864,129851032,57863913,2738674
VIC,3046,21246,1260854756,245957953,21699998,1069230110,4891732,9049016,4701341,3821273,94193300,9092,2080642,1981218,35277486,2284925,18065842,152963779,46157704,1153911
VIC,3047,9484,417655997,64885599,6247335,321098165,854491,1800891,443751,809723,39318277,1667,840010,629648,11847357,1170429,3109881,92323840,9550696,216294
VIC,3048,7566,338603597,53122084,5457729,258923036,342344,1408688,735205,365344,41891377,1220,591368,351516,9243266,1000338,2255858,83572809,8790942,90052
VIC,3049,5769,349613555,68892309,6414285,296425588,1290494,3762038,2042689,1253353,22144147,2800,620982,345993,11257587,571948,6486002,39295322,15013281,-895257
VIC,3051,9199,643384119,147758501,11530374,518165798,2181913,5474107,4889478,4342342,82544216,4596,653758,1779814,15023888,2131132,12360818,87574525,26295290,443789
VIC,3052,3734,274986914,69936262,4957088,193083507,1852508,2271200,2514284,2309262,36413256,2000,198544,683237,5340694,1718005,21511373,191444324,11128284,1133255
VIC,3053,9772,556783031,121371334,9359949,417632285,3154659,4134850,4795581,5200949,78124861,4101,628604,1694734,11898231,3951005,24199186,76095345,20964280,2169132
VIC,3054,5687,556066547,154368656,10515781,354639200,4530789,4660801,6478599,8034894,58955587,3689,308065,905283,8998300,5527943,44976345,76337564,24313709,2970756
VIC,3055,9537,673389795,148885921,12485511,558046752,2443495,6992696,4741025,4951573,81651267,5188,652714,1088563,16069434,2022390,14556644,75544391,26642116,2222720
VIC,3056,17107,1262656290,284052181,23607806,1036834590,3478026,11319238,9662838,5064215,172007515,9175,1137086,2550913,28538532,4434759,21367692,152020263,47640654,4667937
VIC,3057,9288,705642836,158840038,13237395,590632737,2000297,6214787,4845829,2149608,99821802,5123,616239,1451243,16725847,2044703,18882479,68087136,23568446,2384627
VIC,3058,21631,1491467123,322373792,27633794,1229300956,4515947,14892489,10944602,6933641,160318742,11443,1443366,2482848,36086924,4238638,29674593,186896804,67589214,6848740
VIC,3059,12470,834361224,179232663,15521848,645618198,1566479,7271474,6401842,6458462,65333302,6607,1611626,847268,24433252,1594475,29510700,147683367,42768708,-328859
VIC,3060,7346,392131769,72843085,6529203,313551883,1297890,2196587,1263855,717903,33072335,2369,738338,734639,11323230,894307,7377307,80653543,16615363,1421138
VIC,3061,2244,110024412,19437313,1810978,75685081,60732,564638,659623,858897,10110002,494,168176,144780,2896995,238324,3833391,53086699,4435662,377560
VIC,3062,96,12251937,3684084,231397,4846227,0,15589,142227,116441,95316,51,3710,129,125391,4223,1640409,4639744,287482,54943
VIC,3063,386,29050359,6998148,551574,20514948,159656,339684,132889,396017,1328048,257,35298,22791,717506,40613,1444356,1577004,2047165,457447
VIC,3064,58391,3136067591,562185864,54731672,2645946841,3404529,15270445,7267026,3739123,225104107,16121,6098805,4037095,94935499,6928458,30628051,481888799,91703764,-13661745
VIC,3065,6961,655436416,173229615,12318726,475747500,3256371,5034009,6978654,4762613,66451614,4063,769757,1345043,13529361,3484559,41251634,105118810,24975933,1823396
VIC,3066,6272,523994283,125575391,9764685,416883046,1010635,3886432,3633841,2990745,63678809,3444,636310,1198933,12217214,1139616,22946411,65914263,16570148,868466
VIC,3067,6546,533171935,126973530,10007332,430033974,1759786,3673041,4518592,3707118,58709970,3862,547863,1216245,12220807,1740237,16519563,150105817,18688574,220647
VIC,3068,12507,1263938055,345831546,24269139,883515527,6988445,12162055,15433339,13512251,115335751,8337,676640,1787999,21813664,276725793,323535187,255522238,50700703,5048372
VIC,3070,16301,1499532088,389609532,28722608,1113189775,5083712,15079282,15575588,10199929,136683103,10433,877343,2057923,28470186,21851193,114387427,203151539,62191583,7333783
VIC,3071,11708,889989784,203134491,16834623,723017052,2664919,8271182,6806056,3692928,97751522,6782,698312,1285123,20115319,2869415,15598638,85787293,36610435,3796885
VIC,3072,20879,1394406034,293907866,25676224,1150937164,4280990,13188908,8948713,5274581,151061769,10529,1447723,2209930,33598508,3373112,30866448,172810428,61841091,5628324
VIC,3073,28428,1676547950,324293891,29709569,1387825220,5082557,12625694,7879729,5875696,158767631,12810,2302218,2253684,44885256,3426343,27985948,196449903,76386478,11946424
VIC,3074,10343,521180917,90546220,8693127,414344208,963369,2867458,2121770,1355658,42829205,2954,818568,560731,14322820,899126,9695018,81885118,22689190,2249326
VIC,3075,11593,597453704,105376420,10130961,487434232,1098828,2859286,1559570,1200381,48760962,3454,1021106,763473,17278707,962518,10693141,100167621,27795349,2174027
VIC,3076,18441,1019919976,188670607,17970748,846022916,2249810,6769911,3292348,2705454,72616856,6146,1577190,1252217,29795852,1841030,29199933,126543867,37877863,-2042084
VIC,3078,7705,728711370,194542051,13955292,519211086,3529651,8137279,8760609,7250830,56698583,5234,451879,840386,13441485,3612348,38853672,137146381,31742182,2081220
VIC,3079,11272,1131990487,316586615,21583243,724055451,6530765,11557776,15290505,20610253,65795986,8434,598842,956993,18443952,5430403,57262346,309545684,55696394,3274925
VIC,3081,8016,484101081,96807443,8777851,408380072,1484320,4476568,2318297,1643064,54068888,3652,638079,1098125,19059765,1118533,7845245,54025445,17758664,-849250
VIC,3082,17315,992856946,188616215,17878336,829385187,2825533,10104048,5011143,3377029,84021419,8154,1446861,1112693,28191565,1774885,16136000,104563023,48242682,802933
VIC,3083,18595,1067535119,211326612,18683382,856199392,4404001,10705506,6920188,5814358,91057683,9170,1259519,1585033,28113162,1901817,22453052,143657681,60012993,1134046
